0.0000,1.0000,2.0000,3.0000,4.0000,5.0000,6.0000,7.0000,8.0000,9.0000,10.0000,11.0000,12.0000,13.0000,14.0000,15.0000,16.0000,17.0000,18.0000,19.0000,20.0000,21.0000,22.0000,23.0000,24.0000,25.0000,26.0000,27.0000,28.0000,29.0000,30.0000,31.0000,32.0000,33.0000,34.0000,35.0000,36.0000,37.0000,38.0000,39.0000,40.0000,41.0000,42.0000,43.0000,44.0000,45.0000,46.0000,47.0000,48.0000,49.0000,50.0000,51.0000,52.0000,53.0000,54.0000
0.0001,0.0001,0.0001,0.0000,0.0000,-0.0000,-0.0000,-0.0001,-0.0001,-0.0001,-0.0002,-0.0023,-0.0054,-0.0058,-0.0011,-0.0018,-0.0016,-0.0026,-0.0034,-0.0019,-0.0030,-0.0014,-0.0004,-0.0005,-0.0009,-0.0009,0.0006,0.0007,0.0007,0.0001,0.0002,0.0002,0.0009,0.0010,0.0011,0.0013,0.0014,0.0015,0.0013,0.0012,0.0011,0.0015,0.0022,0.0021,0.0024,0.0022,0.0021,0.0019,-0.0000,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003
-0.0004,-0.0004,-0.0003,-0.0003,-0.0003,-0.0003,-0.0003,-0.0002,-0.0001,0.0000,0.0002,0.0003,0.0005,0.0001,-0.0003,-0.0005,-0.0008,-0.0007,-0.0006,-0.0012,-0.0011,0.0019,0.0040,0.0063,0.0083,0.0082,0.0047,0.0017,0.0028,0.0028,0.0030,0.0031,0.0035,0.0036,0.0038,0.0039,0.0038,0.0038,0.0031,0.0033,0.0033,0.0032,0.0032,0.0031,0.0029,0.0028,0.0027,0.0026,0.0028,0.0026,0.0025,0.0025,0.0025,0.0025,0.0024
0.0499,0.0510,0.0522,0.0533,0.0544,0.0544,0.0544,0.0544,0.0544,0.0544,0.0544,0.0543,0.0543,0.0544,0.0543,0.0542,0.0541,0.0542,0.0544,0.0544,0.0544,0.0543,0.0542,0.0543,0.0542,0.0542,0.0543,0.0545,0.0543,0.0543,0.0543,0.0543,0.0545,0.0545,0.0545,0.0545,0.0545,0.0545,0.0543,0.0544,0.0544,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0544,0.0544,0.0544,0.0544,0.0544,0.0544,0.0544
0.0390,0.0390,0.0389,0.0389,0.0389,0.0388,0.0388,0.0388,0.0388,0.0388,0.0387,0.0383,0.0379,0.0372,0.0380,0.0379,0.0379,0.0372,0.0373,0.0372,0.0368,0.0373,0.0382,0.0383,0.0384,0.0383,0.0387,0.0388,0.0393,0.0392,0.0394,0.0395,0.0390,0.0392,0.0394,0.0396,0.0397,0.0397,0.0402,0.0402,0.0402,0.0402,0.0396,0.0396,0.0396,0.0395,0.0412,0.0433,0.0450,0.0472,0.0472,0.0452,0.0432,0.0412,0.0394
-0.0003,-0.0003,-0.0002,-0.0002,-0.0000,0.0000,0.0001,0.0002,0.0004,0.0007,0.0011,0.0009,0.0008,0.0008,0.0006,0.0004,0.0002,-0.0001,-0.0006,-0.0009,-0.0011,-0.0005,0.0002,0.0012,0.0017,0.0017,0.0013,0.0011,0.0011,0.0020,0.0021,0.0023,0.0028,0.0030,0.0033,0.0035,0.0036,0.0037,0.0035,0.0035,0.0035,0.0033,0.0038,0.0037,0.0035,0.0033,0.0049,0.0063,0.0077,0.0094,0.0093,0.0075,0.0055,0.0037,0.0018
0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0016,0.0026,0.0028,0.0010,0.0012,0.0010,0.0015,0.0017,0.0010,0.0013,0.0008,0.0007,0.0012,0.0013,0.0012,0.0008,0.0008,0.0008,0.0009,0.0009,0.0009,0.0008,0.0009,0.0008,0.0008,0.0009,0.0009,0.0009,0.0009,0.0009,0.0019,0.0028,0.0041,0.0051,0.0051,0.0039,0.0027,0.0022,0.0010,0.0009,0.0010,0.0010,0.0010,0.0010
0.0004,0.0003,0.0002,0.0001,0.0000,-0.0000,-0.0001,-0.0002,-0.0003,-0.0005,-0.0007,-0.0012,-0.0016,-0.0021,-0.0016,-0.0015,-0.0016,-0.0018,-0.0016,-0.0019,-0.0020,-0.0013,-0.0001,0.0005,0.0007,0.0007,0.0030,0.0048,0.0078,0.0089,0.0089,0.0071,0.0042,0.0025,0.0005,0.0006,0.0006,0.0006,0.0013,0.0011,0.0011,0.0010,0.0007,0.0008,0.0009,0.0009,0.0010,0.0010,0.0010,0.0010,0.0011,0.0011,0.0012,0.0012,0.0013
0.0405,0.0405,0.0405,0.0405,0.0406,0.0406,0.0406,0.0407,0.0408,0.0409,0.0411,0.0410,0.0409,0.0406,0.0403,0.0401,0.0399,0.0398,0.0396,0.0394,0.0394,0.0402,0.0416,0.0429,0.0437,0.0438,0.0449,0.0463,0.0481,0.0502,0.0502,0.0486,0.0471,0.0453,0.0438,0.0438,0.0438,0.0438,0.0440,0.0439,0.0439,0.0439,0.0440,0.0439,0.0438,0.0437,0.0436,0.0435,0.0435,0.0434,0.0433,0.0433,0.0433,0.0432,0.0432
0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0013,0.0013,0.0013,0.0014,0.0014,0.0012,0.0012,0.0013,0.0011,0.0010,0.0010,0.0011,0.0012,0.0013,0.0012,0.0014,0.0021,0.0030,0.0036,0.0037,0.0037,0.0037,0.0021,0.0013,0.0013,0.0013,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0014,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013
